AC_SERIAL,FAULT_DATE,FAULT_LINE_TEXT,FAULT_ID,ACTION_DATE,ACTION_TEXT,REMOVED_PART_NUMBER,REMOVED_PART_SERIAL,INSTALLED_PART_NUMBER,INSTALLED_PART_SERIAL,WDC,WDC Description,TMC,TMC Description,ATC,ATC Description,HMC,HMC Description,P
215297.0,2008-12-10,MAINT DATA COMPUTER FAIL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,38004,2008-12-10,MAINT DATA COMPUTER GROUND TESTED SERVICEABLE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,,,,,D,INFLIGHT; EQ OP - NO DOWNTIME,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,644,BUILT-IN-TEST/AUTOTEST/DIAG INDICATED FAULT,0
387821.0,2006-12-16,MAINTENANCE COMPUTER FAIL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,38441,2006-12-16,MAINT COMPUTER MEMORY CLEARED AND GROUND RUN SERVICEABLE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,,,,,D,INFLIGHT; EQ OP - NO DOWNTIME,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,644,BUILT-IN-TEST/AUTOTEST/DIAG INDICATED FAULT,0
628724.0,2010-09-28,MAINTENANCE DATA COMPUTER FAILURE.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,37988,2010-09-28,VIOLITLE MEMORY CLEARED AND PURGED. WSP 3037558.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",644,BUILT-IN-TEST/AUTOTEST/DIAG INDICATED FAULT,0
929107.0,2010-01-29,MDC FAIL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,38216,2010-01-29,UNABLE TO DUPLICATE FAULT GROUND CHECKED SERVICEABLE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,644,BUILT-IN-TEST/AUTOTEST/DIAG INDICATED FAULT,0
593535.0,2011-09-12,"MED FREQ VIB (APPROX 4-5 SECS) AFTER T/O IN CLIMB (TQ 70-75%) A/S 105KTS, ROC 500FT/MIN) EVENT MARKER ON HUMS ACTIVATED DURING VIB EVENTS.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",38246,2011-09-12,BLUE M/R DAMPER REPLACED. WSP 1349309.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",1
593535.0,2011-09-09,"MEDIUM FREQ VIBRATION (10SECS) AFTER T/O CLIMB (75% TQ AS 115 KTS, ROL500 FT/MIN)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ",38238,2011-09-09,QTY 4 M/R DAMPER SERVICED. TEST FLIGHT REQUIRED TO CHECK FOR VIBRATIONREOCCURANCE. TEST FLIGHT SATISFACTORY.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
593535.0,2011-11-18,MGB BYPASS FILTER POPPED.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,38566,2011-11-18,MGB BYPASS FILTER REPLACED. WSP 1351130.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
906577.0,2005-10-07,MGB CHIP DETECTORS TO BE INSPECTED FOR METAL.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,38465,2005-10-07,MGB CHIP DETECTORS INSPECTED.NEGLIGIBLE AMOUNT OF METAL FOUND (TWOSMALL CHIPS)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,,,,,Q,SPECIAL INSPECTION,P,PERIODIC/PHASED INSPECTION,X,TEST - INSPECT - SERVICE,878,REMOVED TO PREFORM SPECIAL/SCHEDULED INSPECTIONS,0
841501.0,2010-08-04,MGB CHP INDICATION DURING GROUND RUNS.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,38030,2010-08-04,MGB REPLACED. WSP 3038562.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,644,BUILT-IN-TEST/AUTOTEST/DIAG INDICATED FAULT,0
659306.0,2008-11-20,MGB DUEL TQ 10 SEC EXCEEDANCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,38490,2008-11-20,MGB SERVICEABILITY CHECK C/O AS PER AMM 63-20-01-770-001 NO PARTICLESFOUND                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,X,TEST - INSPECT - SERVICE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
215297.0,2008-12-13,MGB FILTER BYPASS INDICATOR POPPED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,38022,2008-12-13,MGB FILTER REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
628724.0,2011-02-06,MGB FILTER INDICATOR POPPED.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,38603,2011-02-06,MGB FILTER REPLACED. WSP 3042540.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
659306.0,2008-09-07,MGB IMPENDING OIL BYPASS INDICATOR POPPED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,38360,2008-09-07,MGB FILTERS REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
387821.0,2006-11-19,MGB INPENDING BYPASS INDICATOR EXTENDED.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,38254,2006-11-19,MGB OIL FILTER ELEMENT REPLACE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
537340.0,2009-03-22,MGB OIL COOLER LINES REMOVED FOR NDT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,38423,2009-03-22,NDT CARRIED OUT NO DEFECTS FOUND                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
537340.0,2009-03-22,MGB OIL FILTER ASSY TO BE INSTALLED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,38424,2009-03-22,ASB 92-63-014A/AD 2009-07-53 C/W(REPLACE MGB FILTER MOUNTINGS STUDS &INSTALL FILTER ASSY)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
215297.0,2009-03-19,MGB OIL FILTER ASSY TO BE INSTALLED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,38521,2009-03-19,MGB OIL FILTER ASSY REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
387821.0,2007-01-25,MGB OIL FILTER BYPASS INDICATOR POPPED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,38619,2007-01-25,MGB PRIMARY & SECONDARY FILTERS REPLACED00351-13813-780                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
601283.0,2007-07-26,MGB OIL FILTER INDICATING IMPENDING BY PASS CONDITON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,38009,2007-07-26,FILTER REPLACED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
537340.0,2008-10-21,MGB OIL FILTER INDICATOR FOUND POPPED ON DAILY INSPECTION.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,38089,2008-10-21,AS PER TASK CARD 63-24-02 960-001 AIRCRAFT CAN OPERATE FOR A MAX OF8HRS.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,G,"REPAIR OF MINOR PARTS, H/W OR S/W",70,BROKEN,0
537340.0,2008-12-12,MGB OIL FILTER TO BE REPLACED @ 178.4 DUE TO BYPASS INDICATION @ 170.4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,38195,2008-12-12,OIL FILTER REPLACED @ 173.6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,,,,,F,BETWEEN FLT; UNSCHEDULED MAINT,B,UNSCHEDULED MAINTENANCE,R,REMOVE AND REPLACE,242,"FAILED TO OPERATE, SPECIFIC REASON UNKNOWN",0
